MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,MAC12,MAC13,MAC14,MAC15,MAC16,MAC17,MAC18,MAC19,MAC20,MAC21,MAC22,MAC23,MAC24,MAC25,MAC26,MAC27,MAC28,MAC29,MAC30,MAC31,MAC32,MAC33,MAC34,MAC35,MAC36,MAC37,MAC38,MAC39,MAC40,MAC41,MAC42,MAC43,MAC44,MAC45,MAC46,MAC47,MAC48,MAC49,MAC50,MAC51,MAC52,ECoord,NCoord,FloorID,BuildingID,SceneID,UserID,PhoneID,SampleTimes
100,100,-91,100,100,100,-48,-55,-49,-60,-33,-47,-43,-46,100,100,-95,100,-88,100,-90,100,100,100,-55,-54,100,100,-85,100,-86,100,-87,100,100,100,100,100,100,100,-74,100,-57,-85,-44,-53,-92,100,-82,100,100,100,53.8,18.8,3,1,2,4,3,1
100,100,-89,100,100,100,-49,-61,-44,-57,-40,-46,-35,-45,100,100,100,100,-90,100,-90,100,100,100,-63,-62,100,100,-84,100,-85,100,-86,100,100,100,100,100,100,100,-79,100,-61,-83,-49,-51,100,100,-82,100,100,100,53.2,18.8,3,1,2,4,3,1
-90,100,-86,100,100,100,-59,-66,-45,-58,-43,-46,-31,-46,100,100,100,100,-89,100,100,100,100,100,-50,-64,100,100,-87,100,-85,100,-83,100,100,100,-83,100,100,100,-81,100,-56,-84,-36,-49,100,100,-83,100,100,100,52.5,18.8,3,1,2,4,3,1
-86,100,-90,100,100,100,-52,-57,-49,-61,-36,-46,-36,-50,100,100,100,100,-89,100,-91,100,100,100,-50,-58,100,100,-78,100,-87,100,-86,100,100,100,-90,100,100,100,-76,100,-54,-84,-41,-50,-90,100,-76,100,100,100,54.4,19.5,3,1,2,4,3,1
-91,100,-88,100,100,100,-50,-58,-47,-57,-32,-46,-42,-47,100,100,-94,100,-84,100,-91,100,-87,100,-46,-53,-87,100,-78,100,-83,100,-86,100,100,100,-90,100,100,100,-77,100,-58,-81,-41,-50,-91,100,-78,100,100,100,53.8,19.5,3,1,2,4,3,1
100,100,-87,100,100,100,-53,-57,-47,-61,-37,-50,-40,-48,100,100,-92,100,-84,100,100,100,-89,100,-55,-57,-92,100,-82,100,-80,100,-86,100,100,100,100,100,100,100,-77,100,-59,-85,-44,-52,-90,100,-78,100,100,100,53.2,19.5,3,1,2,4,3,1
-88,100,-86,100,100,100,-48,-60,-49,-54,-33,-46,-33,-47,100,100,100,100,-85,100,100,100,-87,100,-53,-61,-93,100,100,100,-88,100,-89,100,100,100,-88,100,100,100,-77,100,-65,-82,-39,-53,100,100,-85,100,100,100,52.5,19.5,3,1,2,4,3,1
-87,100,-88,100,100,100,-48,-58,-46,-58,-40,-50,-35,-49,100,100,100,100,-87,100,100,100,-88,100,-48,-57,100,100,-83,100,-82,100,-85,100,100,100,100,100,100,100,-72,100,-55,-83,-40,-50,-93,100,-81,100,100,100,54.4,20.1,3,1,2,4,3,1
-88,100,-88,100,100,100,-54,-57,-45,-60,-41,-50,-35,-48,100,100,100,100,-93,100,100,100,-85,100,-44,-55,100,100,-76,100,-84,100,-87,100,100,100,100,100,100,100,-70,100,-55,-80,-47,-50,-93,100,-80,100,100,100,53.8,20.1,3,1,2,4,3,1
-85,100,-89,100,100,100,-56,-61,-43,-53,-34,-47,-34,-48,100,100,100,100,-90,100,100,100,-91,100,-52,-59,100,100,-77,100,-85,100,-90,100,100,100,100,100,100,100,-71,100,-55,-82,-65,-52,100,100,-86,100,100,100,53.2,20.1,3,1,2,4,3,1
-85,100,-86,100,100,100,-57,-62,-47,-56,-33,-46,-35,-51,100,100,100,100,-92,100,-87,100,-89,100,-53,-61,-89,100,100,100,-86,100,-85,100,100,100,100,100,100,100,-80,100,-60,-85,-41,-47,-94,100,-81,100,100,100,52.5,20.1,3,1,2,4,3,1
-85,100,-90,100,100,100,-56,-64,-45,-55,-40,-51,-43,-47,100,100,100,100,-91,100,-91,100,100,100,-48,-57,100,100,-86,100,-88,100,-86,100,100,100,100,100,100,100,-71,100,-66,-81,-48,-55,-94,100,-85,100,100,100,54.4,20.7,3,1,2,4,3,1
100,100,-85,100,100,100,-55,-60,-42,-56,-36,-53,-38,-46,100,100,100,100,-90,100,-93,100,100,100,-60,-53,-92,100,-82,100,-85,100,-83,100,100,100,100,100,100,100,-73,100,-47,-80,-51,-60,100,100,-82,100,100,100,53.8,20.7,3,1,2,4,3,1
-86,100,-87,100,100,100,-59,-63,-46,-55,-41,-50,-38,-49,100,100,100,100,-90,100,-88,100,-86,100,-56,-55,-92,100,-81,100,-85,100,-83,100,100,100,-86,100,100,100,-77,100,-45,-84,-55,-57,100,100,100,100,100,100,53.2,20.7,3,1,2,4,3,1
-89,100,-80,100,100,100,-57,-60,-42,-55,-37,-49,-37,-47,100,100,100,100,-92,100,-87,100,-89,100,-59,-56,100,100,-86,100,-84,100,-86,100,100,100,-86,100,100,100,-84,100,-56,-86,-51,-55,-93,100,-89,100,100,100,52.5,20.7,3,1,2,4,3,1
-88,100,100,100,100,100,-44,-61,-45,-56,-48,-56,-48,-45,100,100,100,100,-91,100,100,100,-89,100,-51,-54,100,100,100,100,-86,100,-91,100,100,100,100,100,100,100,-85,100,-67,100,-44,-52,100,100,-84,100,100,100,54.4,14,3,1,2,4,3,1
-87,100,-91,100,100,100,-48,-63,-57,-56,-42,-54,-47,-46,100,100,100,100,100,100,100,100,-93,100,-52,-56,100,100,-88,100,-87,100,100,100,100,100,100,100,100,100,-83,100,-71,-90,-42,-51,100,100,-85,100,100,100,53.8,14,3,1,2,4,3,1
-89,100,-91,100,100,100,-55,-58,-50,-62,-49,-56,-39,-42,100,100,100,100,100,100,100,100,-90,100,-57,-57,100,100,-88,100,-85,100,100,100,100,100,100,100,100,100,-84,100,-66,-90,-45,-57,100,100,-87,100,100,100,53.2,14,3,1,2,4,3,1
-89,100,-91,100,100,100,-49,-60,-41,-64,-46,-55,-33,-47,100,100,100,100,100,100,100,100,-94,100,-59,-57,100,100,100,100,-87,100,-88,100,100,100,100,100,100,100,-86,100,-69,-90,-43,-55,100,100,-86,100,100,100,52.6,14,3,1,2,4,3,1
-87,100,100,100,100,100,-47,-61,-43,-64,-42,-55,-34,-48,100,100,100,100,100,100,100,100,-87,100,-52,-55,100,100,-91,100,-87,100,100,100,100,100,100,100,100,100,100,100,-70,-89,-45,-53,100,100,-77,100,100,100,54.4,14.7,3,1,2,4,3,1
100,100,100,100,100,100,-46,-62,-52,-58,-48,-51,-32,-46,100,100,100,100,100,100,100,100,-87,100,-49,-60,100,100,-88,100,-89,100,100,100,100,100,100,100,100,100,-81,100,-71,-87,-41,-49,100,100,-81,100,100,100,53.8,14.7,3,1,2,4,3,1
100,100,100,100,100,100,-49,-60,-49,-54,-51,-54,-40,-39,100,100,100,100,100,100,100,100,-93,100,-48,-62,100,100,-87,100,-86,100,-90,100,100,100,100,100,100,100,-83,100,-75,-88,-38,-50,100,100,-85,100,100,100,53.2,14.7,3,1,2,4,3,1
100,100,100,100,100,100,-49,-59,-55,-55,-43,-54,-48,-49,100,100,100,100,100,100,100,100,-91,100,-52,-62,100,100,100,100,-85,100,-90,100,100,100,100,100,100,100,-88,100,-67,-89,-43,-53,100,100,-86,100,100,100,52.6,14.7,3,1,2,4,3,1
100,100,100,100,100,100,-50,-64,-54,-57,-44,-49,-39,-47,100,100,100,100,100,100,100,100,-90,100,-55,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,-66,-89,-40,-57,100,100,100,100,100,100,54.4,15.4,3,1,2,4,3,1
100,100,100,100,100,100,-60,-57,-47,-56,-44,-49,-32,-44,100,100,100,100,100,100,100,100,100,100,-52,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-89,-45,-55,100,100,100,100,100,100,53.8,15.4,3,1,2,4,3,1
100,100,-91,100,100,100,-59,-61,-48,-57,-48,-49,-29,-39,100,100,100,100,100,100,100,100,100,100,-50,-56,100,100,100,100,-88,100,-89,100,100,100,100,100,100,100,-84,100,-65,-88,-45,-51,100,100,-88,100,100,100,53.2,15.4,3,1,2,4,3,1
100,100,-90,100,100,100,-58,-59,-48,-57,-60,-51,-40,-44,100,100,100,100,-86,100,100,100,100,100,-54,-56,100,100,-87,100,-88,100,-91,100,100,100,100,100,100,100,-84,100,-66,-90,-48,-52,100,100,-82,100,100,100,52.6,15.4,3,1,2,4,3,1
100,100,-92,100,100,100,-50,-55,-48,-58,-50,-50,-34,-50,100,100,100,100,-86,100,100,100,100,100,-47,-49,100,100,-87,100,-90,100,-89,100,100,100,100,100,100,100,100,100,-61,-87,-49,-50,100,100,-79,100,100,100,54.4,16,3,1,2,4,3,1
100,100,-93,100,100,100,-50,-57,-45,-57,-47,-46,-31,-46,100,100,100,100,100,100,100,100,100,100,-50,-56,100,100,-85,100,-89,100,-88,100,100,100,100,100,100,100,-84,100,-60,-88,-43,-54,100,100,100,100,100,100,53.8,16,3,1,2,4,3,1
100,100,-88,100,100,100,-55,-64,-46,-59,-48,-46,-42,-48,100,100,100,100,100,100,100,100,100,100,-54,-57,100,100,-85,100,-88,100,-91,100,100,100,100,100,100,100,-84,100,-65,-87,-48,-55,100,100,100,100,100,100,53.2,16,3,1,2,4,3,1
100,100,-88,100,100,100,-53,-64,-44,-57,-47,-56,-45,-49,100,100,100,100,100,100,100,100,100,100,-64,-60,100,100,100,100,-85,100,-92,100,100,100,100,100,100,100,-84,100,-68,-87,-47,-50,100,100,-91,100,100,100,52.6,16,3,1,2,4,3,1
100,100,-92,100,100,100,-49,-50,-52,-55,-45,-54,-39,-49,100,100,100,100,100,100,100,100,100,100,-50,-52,100,100,100,100,-85,100,-92,100,100,100,100,100,100,100,100,100,-70,100,-50,-52,100,100,-91,100,100,100,54.4,16.7,3,1,2,4,3,1
100,100,-92,100,100,100,-46,-52,-52,-56,-43,-50,-36,-45,100,100,100,100,100,100,100,100,100,100,-44,-51,100,100,100,100,-88,100,-88,100,100,100,100,100,100,100,100,100,-62,100,-42,-50,100,100,-86,100,100,100,53.8,16.7,3,1,2,4,3,1
100,100,-91,100,100,100,-49,-59,-51,-55,-44,-53,-36,-46,100,100,100,100,100,100,100,100,100,100,-44,-58,100,100,-88,100,-90,100,-88,100,100,100,100,100,100,100,-85,100,-66,-89,-39,-56,100,100,-86,100,100,100,53.2,16.7,3,1,2,4,3,1
-83,100,-91,100,100,100,-45,-58,-46,-57,-42,-56,-39,-47,100,100,100,100,-93,100,100,100,100,100,-51,-54,100,100,-88,100,-87,100,-88,100,100,100,100,100,100,100,-79,100,-70,-88,-43,-53,100,100,-79,100,100,100,52.6,16.7,3,1,2,4,3,1
-88,100,-91,100,100,100,-52,-63,-47,-56,-53,-49,-39,-43,100,100,100,100,-92,100,-88,100,-90,100,-57,-58,100,100,-87,100,-82,100,-93,100,100,100,-92,100,100,100,-84,100,-63,-90,-46,-50,100,100,-87,100,100,100,52,14,3,1,2,4,3,1
-89,100,-89,100,100,100,-50,-61,-46,-53,-52,-52,-53,-49,100,100,-94,100,-94,100,100,100,-89,100,-57,-57,100,100,-93,100,100,100,100,100,100,100,100,100,100,100,-85,100,-74,-89,-44,-49,-93,100,-90,100,100,100,51.3,14,3,1,2,4,3,1
-88,100,-93,100,100,100,-53,-63,-46,-54,-50,-49,-46,-45,100,100,-94,100,-92,100,-88,100,-89,100,-59,-59,100,100,-92,100,-87,100,100,100,100,100,100,100,100,100,-82,100,-67,-90,-40,-50,-93,100,-88,100,100,100,50.6,14,3,1,2,4,3,1
-86,100,-93,100,100,100,-56,-62,-41,-53,-46,-49,-43,-47,100,100,-95,100,100,100,100,100,100,100,-57,-63,100,100,100,100,-87,100,-91,100,100,100,100,100,100,100,-85,100,-63,100,-43,-54,-93,100,-87,100,100,100,50,14,3,1,2,4,3,1
-86,100,-91,100,100,100,-62,-61,-38,-53,-53,-50,-47,-50,100,100,-95,100,100,100,100,100,100,100,-60,-60,100,100,100,100,-87,100,-91,100,100,100,100,100,100,100,-88,100,-68,100,-45,-56,-93,100,-84,100,100,100,49.3,14,3,1,2,4,3,1
-91,100,-92,100,100,100,-64,-64,-40,-51,-51,-49,-57,-49,100,100,100,100,100,100,-90,100,-90,100,-55,-63,-93,100,100,100,100,100,-92,100,100,100,100,100,100,100,-82,100,-73,100,-51,-57,100,100,-84,100,100,100,48.6,14,3,1,2,4,3,1
-91,100,100,100,100,100,-59,-65,-33,-49,-77,-50,-48,-51,100,100,100,100,-93,100,-87,100,100,100,-60,-66,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-76,100,-48,-59,100,100,-86,100,100,100,47.9,14,3,1,2,4,3,1
-90,100,100,100,100,100,-59,-63,-32,-48,-52,-52,-40,-50,100,100,100,100,-93,100,-88,100,100,100,-60,-63,100,100,-94,100,-83,100,100,100,100,100,100,100,100,100,-87,100,-72,100,-47,-55,100,100,-81,100,100,100,47.2,14,3,1,2,4,3,1
-89,100,100,100,100,100,-63,-64,-35,-44,-52,-51,-42,-53,100,100,100,100,100,100,-91,100,100,100,-56,-67,100,100,-94,100,-88,100,100,100,100,100,100,100,100,100,-85,100,-73,100,-54,-61,100,100,-81,100,100,100,46.6,14,3,1,2,4,3,1
-90,100,100,100,100,100,-53,-60,-31,-42,-54,-50,-40,-52,100,100,100,100,100,100,-92,100,100,100,-57,-61,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,-86,100,-75,100,-45,-59,100,100,100,100,100,100,45.9,14,3,1,2,4,3,1
-90,100,100,100,100,100,-58,-56,-33,-45,-53,-53,-43,-48,100,100,100,100,100,100,-92,100,100,100,-54,-58,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,-85,100,-73,100,-44,-56,100,100,-91,100,100,100,45.2,14,3,1,2,4,3,1
100,100,100,100,100,100,-60,-63,-41,-54,-54,-50,-40,-46,100,100,100,100,100,100,-92,100,-88,100,-59,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-70,100,-45,-54,-93,100,-87,100,100,100,52,14.7,3,1,2,4,3,1
100,100,-93,100,100,100,-54,-64,-46,-54,-46,-51,-38,-44,100,100,100,100,100,100,-88,100,-89,100,-55,-60,100,100,100,100,-85,100,-93,100,100,100,100,100,100,100,-86,100,-67,100,-45,-54,-93,100,-86,100,100,100,51.3,14.7,3,1,2,4,3,1
-85,100,-93,100,100,100,-56,-65,-46,-57,-41,-51,-47,-45,100,100,100,100,-91,100,-87,100,-89,100,-56,-58,100,100,-92,100,-86,100,-93,100,100,100,100,100,100,100,-87,100,-71,-90,-44,-53,-93,100,-84,100,100,100,50.6,14.7,3,1,2,4,3,1
-85,100,-95,100,100,100,-50,-61,-45,-58,-47,-51,-41,-44,100,100,100,100,-91,100,100,100,100,100,-59,-59,100,100,-92,100,-85,100,-94,100,100,100,100,100,100,100,-87,100,-69,-90,-44,-59,100,100,-88,100,100,100,50,14.7,3,1,2,4,3,1
100,100,-95,100,100,100,-55,-62,-45,-48,-44,-55,-44,-47,100,100,100,100,100,100,100,100,100,100,-58,-59,100,100,-92,100,-84,100,-94,100,100,100,100,100,100,100,100,100,-71,-89,-46,-52,100,100,-91,100,100,100,49.3,14.7,3,1,2,4,3,1
-87,100,100,100,100,100,-52,-60,-40,-48,-42,-53,-53,-49,100,100,100,100,100,100,-86,100,100,100,-60,-59,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,-85,100,-74,-89,-52,-51,100,100,-88,100,100,100,48.6,14.7,3,1,2,4,3,1
-87,100,100,100,100,100,-51,-60,-38,-49,-47,-54,-49,-47,100,100,100,100,100,100,-85,100,100,100,-59,-59,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,-85,100,-78,100,-50,-51,100,100,-83,100,100,100,47.9,14.7,3,1,2,4,3,1
100,100,-93,100,100,100,-54,-61,-37,-45,-47,-54,-42,-47,100,100,100,100,-92,100,-86,100,100,100,-57,-61,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,-82,100,-76,100,-45,-51,100,100,-79,100,100,100,47.2,14.7,3,1,2,4,3,1
-90,100,-91,100,100,100,-61,-60,-34,-43,-43,-49,-44,-45,100,100,100,100,-92,100,-87,100,100,100,-56,-58,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,-83,100,-71,100,-44,-56,100,100,-85,100,100,100,46.6,14.7,3,1,2,4,3,1
-87,100,-92,100,100,100,-60,-65,-32,-43,-50,-54,-46,-48,100,100,100,100,100,100,-84,100,100,100,-61,-62,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-83,100,-72,100,-47,-57,100,100,-87,100,100,100,45.9,14.7,3,1,2,4,3,1
-88,100,-93,100,100,100,-59,-67,-37,-43,-49,-53,-44,-51,100,100,100,100,100,100,-83,100,100,100,-57,-63,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,-70,100,-50,-55,100,100,-84,100,100,100,45.2,14.7,3,1,2,4,3,1
-90,100,100,100,100,100,-55,-61,-40,-51,-49,-49,-38,-45,100,100,100,100,100,100,-84,100,-88,100,-53,-55,-92,100,100,100,-86,100,100,100,100,100,100,100,100,100,-87,100,-67,-90,-48,-49,100,100,-87,100,100,100,52,15.4,3,1,2,4,3,1
-93,100,100,100,100,100,-53,-62,-42,-55,-44,-49,-45,-43,100,100,100,100,100,100,100,100,100,100,-52,-58,-92,100,100,100,-83,100,100,100,100,100,100,100,100,100,-89,100,-71,-90,-52,-50,100,100,-87,100,100,100,51.3,15.4,3,1,2,4,3,1
100,100,-93,100,100,100,-54,-65,-45,-49,-45,-50,-40,-48,100,100,100,100,-92,100,100,100,-91,100,-54,-57,100,100,100,100,-87,100,100,100,100,100,-95,100,100,100,-83,100,-72,-89,-47,-50,-93,100,-87,100,100,100,50.6,15.4,3,1,2,4,3,1
-90,100,-90,100,100,100,-58,-64,-43,-47,-46,-50,-69,-45,100,100,100,100,100,100,100,100,100,100,-53,-54,100,100,-88,100,-84,100,-93,100,100,100,-93,100,100,100,-80,100,-66,-89,-43,-57,-92,100,-82,100,100,100,50,15.4,3,1,2,4,3,1
-87,100,-91,100,100,100,-52,-63,-43,-54,-42,-46,-43,-48,100,100,100,100,100,100,-84,100,-92,100,-56,-54,100,100,100,100,-85,100,-94,100,100,100,100,100,100,100,-84,100,-72,100,-53,-55,-93,100,-84,100,100,100,49.3,15.4,3,1,2,4,3,1
100,100,-91,100,100,100,-55,-63,-38,-49,-44,-49,-43,-45,100,100,100,100,100,100,-84,100,-92,100,-54,-55,100,100,100,100,-89,100,-92,100,100,100,100,100,100,100,-89,100,-76,100,-53,-55,100,100,-83,100,100,100,48.6,15.4,3,1,2,4,3,1
-88,100,-93,100,100,100,-56,-64,-40,-47,-50,-51,-48,-47,100,100,100,100,100,100,-90,100,-93,100,-61,-57,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,-83,100,-69,100,-47,-51,-92,100,-82,100,100,100,47.9,15.4,3,1,2,4,3,1
-88,100,100,100,100,100,-58,-65,-35,-49,-51,-54,-44,-47,100,100,100,100,-91,100,-87,100,100,100,-64,-58,100,100,-92,100,-86,100,-93,100,100,100,100,100,100,100,-83,100,-72,100,-43,-55,-91,100,-82,100,100,100,47.2,15.4,3,1,2,4,3,1
100,100,-92,100,100,100,-59,-58,-34,-47,-47,-50,-48,-50,100,100,100,100,-91,100,-89,100,100,100,-50,-57,100,100,-92,100,-83,100,-93,100,100,100,100,100,100,100,100,100,-73,100,-42,-57,100,100,-84,100,100,100,46.6,15.4,3,1,2,4,3,1
-90,100,100,100,100,100,-61,-67,-43,-42,-48,-53,-51,-51,100,100,100,100,100,100,-86,100,-88,100,-64,-64,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,-76,100,-41,-58,-94,100,-86,100,100,100,45.9,15.4,3,1,2,4,3,1
-88,100,100,100,100,100,-64,-68,-37,-40,-45,-54,-44,-54,100,100,100,100,100,100,100,100,-88,100,-60,-67,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-95,100,-80,100,-47,-52,-90,100,-87,100,100,100,45.2,15.4,3,1,2,4,3,1
-88,100,-87,100,100,100,-56,-60,-42,-50,-45,-50,-37,-50,100,100,100,100,-92,100,100,100,-92,100,-54,-65,100,100,-92,100,-87,100,-90,100,100,100,100,100,100,100,-95,100,-76,100,-43,-49,100,100,-85,100,100,100,52,16,3,1,2,4,3,1
-92,100,-93,100,100,100,-56,-64,-43,-50,-45,-49,-45,-49,100,100,-99,100,-97,100,-97,100,-96,100,-54,-59,-97,100,-97,100,-84,100,-95,100,100,100,-98,100,100,100,-87,100,-71,-93,-47,-51,-97,100,-85,100,100,100,51.3,16,3,1,2,4,3,1
-91,100,-91,100,100,100,-55,-63,-43,-50,-43,-49,-48,-47,100,100,-97,100,-97,100,-96,100,-97,100,-52,-57,-97,100,-95,100,-83,100,-93,100,100,100,-95,100,100,100,-85,100,-69,-88,-48,-52,-93,100,-83,100,100,100,50.6,16,3,1,2,4,3,1
-90,100,-88,100,100,100,-53,-62,-42,-50,-41,-49,-50,-46,100,100,-97,100,-98,100,-93,100,-96,100,-51,-54,-97,100,-94,100,-83,100,-92,100,100,100,-93,100,100,100,-84,100,-68,-87,-49,-53,-92,100,-81,100,100,100,50,16,3,1,2,4,3,1
-90,100,-88,100,100,100,-52,-61,-41,-50,-41,-49,-50,-47,100,100,-97,100,-99,100,-89,100,-94,100,-52,-53,-99,100,-94,100,-84,100,-92,100,100,100,-94,100,100,100,-86,100,-69,-89,-50,-53,-92,100,-81,100,100,100,49.3,16,3,1,2,4,3,1
-89,100,-89,100,100,100,-51,-61,-40,-50,-43,-50,-48,-47,100,100,-98,100,-97,100,-85,100,-92,100,-53,-52,100,100,-95,100,-85,100,-93,100,100,100,-96,100,100,100,-87,100,-71,-92,-50,-52,-93,100,-80,100,100,100,48.6,16,3,1,2,4,3,1
-89,100,-90,100,100,100,-52,-61,-39,-50,-44,-50,-46,-48,100,100,-98,100,-94,100,-83,100,-91,100,-55,-52,100,100,-95,100,-85,100,-93,100,100,100,-97,100,100,100,-87,100,-71,-95,-48,-51,-93,100,-79,100,100,100,47.9,16,3,1,2,4,3,1
-88,100,-92,100,100,100,-54,-61,-38,-49,-45,-50,-45,-48,100,100,-98,100,-92,100,-83,100,-91,100,-57,-54,-99,100,-94,100,-85,100,-92,100,100,100,-98,100,100,100,-87,100,-70,-97,-45,-51,-94,100,-79,100,100,100,47.2,16,3,1,2,4,3,1
-89,100,-93,100,100,100,-57,-64,-38,-47,-45,-50,-45,-49,100,100,-99,100,-93,100,-85,100,-92,100,-59,-57,-99,100,-94,100,-86,100,-93,100,100,100,-99,100,100,100,-90,100,-70,-98,-43,-52,-95,100,-81,100,100,100,46.6,16,3,1,2,4,3,1
-91,100,-93,100,100,100,-55,-67,-37,-45,-46,-50,-47,-52,100,100,100,100,100,100,-85,100,-92,100,-62,-61,100,100,-91,100,-87,100,-92,100,100,100,100,100,100,100,-85,100,-70,100,-39,-51,100,100,-82,100,100,100,45.9,16,3,1,2,4,3,1
-91,100,-92,100,100,100,-54,-69,-33,-39,-48,-50,-52,-54,100,100,100,100,100,100,-85,100,100,100,-65,-63,100,100,100,100,-87,100,-92,100,100,100,100,100,100,100,100,100,-73,100,-54,-54,100,100,100,100,100,100,45.2,16,3,1,2,4,3,1
-91,100,-91,100,100,100,-55,-65,-44,-48,-46,-47,-48,-54,100,100,100,100,100,100,100,100,100,100,-57,-60,100,100,100,100,-85,100,-90,100,100,100,100,100,100,100,-85,100,-71,100,-42,-47,100,100,-86,100,100,100,52,16.7,3,1,2,4,3,1
-90,100,-91,100,100,100,-56,-64,-44,-51,-44,-48,-47,-51,100,100,-96,100,-97,100,-97,100,-97,100,-54,-60,-96,100,-95,100,-82,100,-92,100,100,100,-98,100,100,100,-86,100,-70,-91,-45,-50,-97,100,-83,100,100,100,51.3,16.7,3,1,2,4,3,1
-90,100,-88,100,100,100,-55,-63,-43,-51,-43,-48,-50,-50,100,100,-95,100,-98,100,-94,100,-97,100,-51,-58,-96,100,-94,100,-83,100,-91,100,100,100,-94,100,100,100,-85,100,-68,-87,-47,-51,-94,100,-81,100,100,100,50.6,16.7,3,1,2,4,3,1
-90,100,-86,100,100,100,-54,-62,-42,-51,-42,-48,-51,-49,100,100,-95,100,-99,100,-91,100,-96,100,-50,-56,-96,100,-94,100,-84,100,-91,100,100,100,-92,100,100,100,-85,100,-67,-85,-48,-52,-92,100,-79,100,100,100,50,16.7,3,1,2,4,3,1
-89,100,-85,100,100,100,-52,-61,-40,-51,-42,-49,-51,-49,100,100,-96,100,-99,100,-88,100,-94,100,-50,-54,-98,100,-95,100,-85,100,-93,100,100,100,-92,100,100,100,-87,100,-68,-87,-50,-52,-92,100,-79,100,100,100,49.3,16.7,3,1,2,4,3,1
-88,100,-87,100,100,100,-52,-60,-39,-52,-43,-50,-49,-49,100,100,-97,100,-97,100,-85,100,-91,100,-52,-53,-99,100,-96,100,-86,100,-94,100,100,100,-95,100,100,100,-89,100,-70,-90,-50,-52,-93,100,-79,100,100,100,48.6,16.7,3,1,2,4,3,1
-86,100,-89,100,100,100,-53,-60,-39,-51,-44,-50,-47,-50,100,100,-97,100,-94,100,-83,100,-89,100,-54,-53,-99,100,-95,100,-86,100,-93,100,100,100,-97,100,100,100,-90,100,-70,-94,-49,-51,-93,100,-78,100,100,100,47.9,16.7,3,1,2,4,3,1
-85,100,-91,100,100,100,-55,-61,-39,-50,-44,-49,-46,-50,100,100,-97,100,-92,100,-82,100,-89,100,-56,-54,-98,100,-93,100,-86,100,-92,100,100,100,-98,100,100,100,-89,100,-69,-96,-46,-50,-94,100,-79,100,100,100,47.2,16.7,3,1,2,4,3,1
-86,100,-94,100,100,100,-57,-63,-38,-47,-44,-49,-46,-51,100,100,-98,100,-93,100,-84,100,-91,100,-59,-57,-98,100,-93,100,-87,100,-92,100,100,100,-99,100,100,100,-90,100,-69,-98,-44,-50,-96,100,-81,100,100,100,46.6,16.7,3,1,2,4,3,1
-90,100,100,100,100,100,-60,-67,-37,-49,-47,-54,-47,-47,100,100,100,100,-91,100,-90,100,-92,100,-59,-61,100,100,100,100,-89,100,-87,100,100,100,100,100,100,100,-88,100,-66,-88,-47,-49,100,100,-88,100,100,100,45.9,16.7,3,1,2,4,3,1
-93,100,100,100,100,100,-60,-69,-38,-39,-43,-51,-47,-57,100,100,100,100,100,100,-90,100,-92,100,-66,-67,-92,100,-93,100,-89,100,100,100,100,100,100,100,100,100,100,100,-65,-88,-46,-49,100,100,-86,100,100,100,45.2,16.7,3,1,2,4,3,1
-88,100,-88,100,100,100,-54,-63,-45,-51,-40,-45,-46,-53,100,100,-96,100,-94,100,-99,100,-92,100,-57,-59,-94,100,-90,100,-80,100,-89,100,100,100,-99,100,100,100,-86,100,-69,-92,-40,-49,100,100,-83,100,100,100,52,17.4,3,1,2,4,3,1
-90,100,-90,100,100,100,-56,-64,-45,-53,-43,-46,-48,-53,100,100,-96,100,-97,100,-95,100,-95,100,-56,-59,-95,100,-93,100,-81,100,-90,100,100,100,-98,100,100,100,-86,100,-69,-89,-43,-50,-98,100,-83,100,100,100,51.3,17.4,3,1,2,4,3,1
-91,100,-88,100,100,100,-56,-63,-44,-53,-43,-47,-49,-52,100,100,-95,100,-98,100,-91,100,-96,100,-53,-59,-95,100,-93,100,-83,100,-90,100,100,100,-95,100,100,100,-85,100,-67,-85,-45,-50,-95,100,-81,100,100,100,50.6,17.4,3,1,2,4,3,1
-91,100,-86,100,100,100,-55,-62,-42,-52,-43,-48,-51,-51,100,100,-95,100,-99,100,-89,100,-95,100,-51,-58,-96,100,-94,100,-86,100,-92,100,100,100,-93,100,100,100,-87,100,-66,-84,-46,-50,-94,100,-79,100,100,100,50,17.4,3,1,2,4,3,1
